author,title,description,content,date
Camille Bains The Canadian Press,"Change approach to diagnosing autism to ease wait times, stress: doctor - The Chronicle Journal","Change approach to diagnosing autism to ease wait times, stress: doctor The Chronicle Journal Canadian doctor urges flexible diagnostic approach to autism to reduce wait times Global News Autism diagnosis procedure should be reformed to ease wait times and st…","VANCOUVER - Lindsay Roberts is home-schooling her son, not by choice but because the five-year-old boy would be prone to hitting people, screaming and suddenly running away if he became overstimulated in a classroom without any support.
""My little guy couldn… [+4562 chars]",2019-10-24T22:44:11Z
Wire Service,"Here’s what you need to know about dementia, and ways to reduce your risk - Victoria News",<p>Research indicates there are things we can do to reduce the risk of developing dementia </p>,"According to Alzheimer’s Disease International’s survey on attitudes toward dementia – which surveyed almost 70,000 people in 155 countries, including Canada – almost 80 per cent of people are concerned about developing dementia, while one in four people thin… [+3555 chars]",2019-10-28T13:00:00Z
"Mia Rabson, Joan Bryden","Federal leaders spar over climate, tax cuts in English-language debate - The Globe and Mail","Federal leaders spar over climate, tax cuts in English-language debate The Globe and Mail Watch live: 2019 Canadian election leaders’ debate Global News Debate intense as leaders clash on climate, immigration and Bill 21 CBC.ca GOLDSTEIN: It’s disgusting that…","Justin Trudeau and Andrew Scheer face off during the leaders' debate in Gatineau, Que., on Monday, Oct. 7, 2019.
Sean Kilpatrick/The Canadian Press
The only English-language debate to feature all six federal party leaders devolved Monday into crosstalk and … [+9363 chars]",2019-10-08T01:37:01Z
Kelly McLaughlin,A woman who claims she's the Ukrainian orphan's biological mom says the girl is a child,"Daily Mail TV found a woman claiming to be the birth mother of Natalia Barnett, an orphan at the center of an adoption scandal in Indiana. Anna Volodymyrivna Gava told Daily Mail TV that she was forced to give up Natalia 16 years ago, when the girl was an inf…","A Ukrainian woman claiming to be the birth mother of an orphan at the center of an adoption scandal in Indiana says her daughter is definitely a child, despite her adoptive parents claiming she is a mentally disturbed adult who terrorized their family.
Natal… [+3558 chars]",2019-10-08T18:50:28Z
Philip G. Altbach,"New universities pioneer different approaches to excellence in teaching, governance",Riding the wave of rapid growth in global higher education.,"The number of students in higher education has more than doubled since 2000.Credit: Jacobs University
In the past half-century, the higher-education sector has mirrored the patterns of many luxury retailers: it has embraced massification and extended its pro… [+4118 chars]",2019-10-23T00:00:00Z
Philip G. Altbach,"New universities pioneer different approaches to excellence in teaching, governance",Riding the wave of rapid growth in global higher education.,"The number of students in higher education has more than doubled since 2000.Credit: Jacobs University
In the past half-century, the higher-education sector has mirrored the patterns of many luxury retailers: it has embraced massification and extended its pro… [+4118 chars]",2019-10-23T00:00:00Z
Paola Loriggio,Group that includes 5 moms challenging Ontario's vaccination child law - Estevan Mercury,Group that includes 5 moms challenging Ontario's vaccination child law Estevan Mercury Group that includes 5 moms challenging Ontario's vaccination child law CTV News Group challenging Ontario’s vaccination child law alleges it violates constitutional rights …,"TORONTO A group that includes five Ontario mothers is challenging the province's child vaccination law, alleging it violates a number of constitutional rights.
The parents and the non-profit organization Vaccine Choice Canada allege the Immunization of Schoo… [+3131 chars]",2019-10-28T20:43:00Z
,Alberta government to table budget with 'surgical' cuts: Finance minister - Edmonton Journal,Alberta government to table budget with 'surgical' cuts: Finance minister Edmonton Journal Premier prepares Albertans for spending cuts in pre-budget speech CBC.ca 'This will not be an easy budget': Jason Kenney braces Albertans for government spending cuts N…,"The United Conservative Party’s first budget will cut provincial spending by 2.8 per cent, Alberta premier Jason Kenney said in a televised address Wednesday night.
On the eve of the much-anticipated 2019-20 provincial budget, Kenney said some infrastructure… [+5094 chars]",2019-10-23T19:16:28Z
Kyle Wiggers,Lyft’s Jobs Access Program provides rides to low-income riders in over 35 markets,Lyft's Jobs Access Program aims to provide subsidized and free rides to low- and no-income riders in over 35 U.S. and Canadian markets.,"In March, hot on the heels of its initial public offering, Lyft announced City Works, a $50 million program seeking to strengthen the company’s civic engagement in the places its drivers live and work. Building on this and subsequent offshoot efforts, the rid… [+3518 chars]",2019-10-17T15:00:51Z
,Jason Kenney's budget cuts are bad news for Alberta's tech sector - The Globe and Mail,Jason Kenney's budget cuts are bad news for Alberta's tech sector The Globe and Mail A brief explainer of the alienated West: where it comes from and how it will respond National Post Opinion: Take a deep breath. Oil and gas fairies aren't coming back Calgary…,"New World North opened earlier this year and now employs 26 people, with other positions still unfilled.
Todd Korol/The Globe and Mail
Calgarys growing tech sector has been held up as a way for the city to shift from an energy industry that has been stuck i… [+7522 chars]",2019-11-01T23:55:23Z
Andreas Luco,Montcrest School Redevelopment / Montgomery Sisam Architects,"Completed in 2019 in Toronto, Canada. Images by Tom Ridout, Younes Bounhar. The Montcrest School Redevelopment is an adaptive reuse project that spans three neighbouring heritage-listed homes acquired by the independent...","© Younes Bounhar
+ 18
<ul><li>Architects
Authors of this architecture project
Montgomery Sisam Architects</li><li>Area
Area of this architecture project
</li><li>Project Year
Brands with products used in this architecture project 
</li><li>Manufacture… [+2521 chars]",2019-10-08T23:00:00Z
Erika Celeste,The Indiana couple accused of abandoning their adopted Ukrainian orphan daughter say they fear for their lives now,"Kristine Barnett (now divorced from Michael Barnett), was in court again on Tuesday for a hearing regarding the charges of abandoning and neglecting her adopted daughter whom she claims is actually an adult with dwarfism. During the hearing Michael Barnett's …","Kristine Barnett was the only Barnett in a Tippecanoe County Court Tuesday for a confidential hearing regarding the mental health records of her adopted daughter, Natalia Grace, requested by her ex-husband's attorney. No mention was made of Michael Barnett's … [+4646 chars]",2019-10-16T13:07:54Z
Aria Bendix,A 29-year-old mayor gave his city’s poorest residents $500 a month. Here's how they spent the money.,"Stockton, California, is distributing $500 monthly stipends to the city's poorest families as part of a basic-income trial. The city just released results from the last eight months of that program: Most participants spent the money on food and clothing. Crit…","When Stockton Mayor Michael Tubbs suggested giving residents in his California city $500 a month with no strings attached, he wasn't floating a new idea. The system of paying someone for being alive — now known as universal basic income — stretches back to th… [+4344 chars]",2019-10-05T12:45:00Z
Mishaal Rahman,The Pixelbook Go is Google’s latest attempt at a high-end Chromebook,"Speed, Simplicity, and Security: This is Google’s motto for Chrome OS, its Linux-based operating system for laptops. Google has gained a foothold in the education market thanks to the low system requirements of Chrome OS, leading to a proliferation of cheap C…","Speed, Simplicity, and Security: This is Googles motto for Chrome OS, its Linux-based operating system for laptops. Google has gained a foothold in the education market thanks to the low system requirements of Chrome OS, leading to a proliferation of cheap Ch… [+2912 chars]",2019-10-15T14:00:15Z
,Why Your Company Needs to Implement Pay Equity Audits Now - SPONSOR CONTENT FROM TRUSAIC,Sponsor content from Trusaic.,"By Robert Sheen, CEO and Founder, Trusaic
Pay equity regulation and compliance efforts have been steadily growing across Europe and Canada. Their evolution is a sign of what may be ahead for U.S. businesses. This new reality highlights the important role pay… [+5374 chars]",2019-10-21T15:20:12Z
,"""We have a serious spending problem"": Kenney addresses Chamber of Commerce - Edmonton Journal","""We have a serious spending problem"": Kenney addresses Chamber of Commerce Edmonton Journal Energy efficiency rebate programs closed by Alberta government CTV News Calgary capital projects questioned as council considers budget CTV News Notley: Kenney has bet…","Premier Jason Kenney said that Alberta has gone from economic growth to stagnation and was forced to cut its spending, as he continued to bang the drum on the federal equalization formula in a state of the province address Tuesday.
“No doubt there will be vi… [+4564 chars]",2019-10-29T23:03:58Z
,"Owning a dog tied to lowering your risk of dying early by 24%, says science - CNN Philippines","Owning a dog tied to lowering your risk of dying early by 24%, says science CNN Philippines Dog ownership associated with longer life, especially among heart attack and stroke survivors Science Daily Owning a dog could help you live longer, study finds The In…","(CNN)  Need an excellent reason to add a dog to your life? How about living longer?
""Our analysis found having a dog is actually protective against dying of any cause,"" said Mount Sinai endocrinologist Dr. Caroline Kramer, lead author of a new systematic rev… [+5658 chars]",2019-10-08T09:39:52Z
,What Helps Calm Agitated Dementia Patients? - HealthDay,"Dealing with the agitation, anxiety and aggression that often come with dementia is one of the most challenging aspects of caring for someone with this brain disorder. But new research suggests that massage and other non-drug treatments may be more effective …","TUESDAY, Oct. 15, 2019 (HealthDay News) -- Dealing with the agitation, anxiety and aggression that often come with dementia is one of the most challenging aspects of caring for someone with this brain disorder. But new research suggests that massage and other… [+5053 chars]",2019-10-15T18:05:49Z
Sherry Mulley MacDonald,SHERRY MULLEY MACDONALD: Celebrating 11 cancer-free years - Cape Breton Post,SHERRY MULLEY MACDONALD: Celebrating 11 cancer-free years Cape Breton Post 'JUST DO IT': Jennifer Garner documents mammogram for Breast Cancer Awareness Month CANOE Look Back at Angelina Jolie's Essay After Her Double Mastectomy E! Online Ma'am Exams: Breast …,"FRIENDS AND NEIGHBOURS
In late summer 2008, I received the phone call that no one ever wants. 
Sherry Mulley MacDonald
My family doctor said the small lump on my left breast looked suspicious and immediately set me up for a series of tests.
Ultimately, a … [+4169 chars]",2019-10-18T20:00:03Z
Brad Anderson,How to Earn an Income Working from Home,"A few years ago, remote work was typically only available to management-level individuals and executives. The remote workers had to be within large companies and be among those who had put in years of work to gain such an enviable opportunity. Fast forward to…","A few years ago,  remote work was typically only available to management-level individuals and executives. The remote workers had to be within large companies and be among those who had put in years of work to gain such an enviable opportunity. Fast forward t… [+5201 chars]",2019-10-08T02:00:07Z
Gita Jackson,Upcoming Museum Sim Lets Players Combine Artifacts To Tell Cool Stories,"According to its creator, upcoming management sim Mondo Museum represents an ideal version of what museums can be. Read more...","According to its creator, upcoming management sim Mondo Museum represents an ideal version of what museums can be.
Game designer Michel McBride-Charpentier, who loves management sims, told Kotaku over the phone that he couldnt believe that there hadnt been o… [+3954 chars]",2019-10-11T20:30:00Z
Darina Kopcok,How to Copyright Your Photography and Why You Really Should,"The post How to Copyright Your Photography and Why You Really Should appeared first on Digital Photography School. It was authored by Darina Kopcok. In today’s digital world, it has become crucial to register copyright for your images. Theft online is rampant…","A Post By: Darina Kopcok
In today’s digital world, it has become crucial to register copyright for your images. Theft online is rampant, so you need to protect yourself and your work. Read on to find out why you should and how to copyright your photography.… [+6137 chars]",2019-10-18T11:30:52Z
,Before the Bell: What every Canadian investor needs to know today - The Globe and Mail,Before the Bell: What every Canadian investor needs to know today The Globe and Mail,"Be smart with your money. Get the latest investing insights delivered right to your inbox three times a week, with the Globe Investor newsletter. Sign up today.
Equities
Canadas main stock index opened higher early Monday with shares of Hudsons Bay Co. jump… [+10341 chars]",2019-10-21T10:05:17Z
Dave A. Chokshi,4 Principles for Improving Health Care Around the World,First understand your patients and their community.,"Convergent evolution occurs when similar environmental pressures produce similar adaptations in organisms from different evolutionary lineages. For example, the wings of insects, birds, and bats are similar in structure and share the same function but evolved… [+10036 chars]",2019-10-22T15:00:00Z
,Hong Kong's violent protests show no sign of stopping. Some are deciding it's time to leave - CNN Philippines,Hong Kong's violent protests show no sign of stopping. Some are deciding it's time to leave CNN Philippines Hong Kong leader says no plan to use emergency powers for other laws ABS-CBN News Lam says Chinese military could step in if uprising gets bad INQUIRER…,"(CNN)  In the middle of a beautiful sunset in May, Emily's boyfriend knelt before her on a beach in Japan and proposed. Overjoyed, she said yes.
They envisioned starting a family together in their home of Hong Kong. But within a month, their plans their whol… [+7735 chars]",2019-10-08T12:09:34Z
"Abbie Rosner, Contributor, Abbie Rosner, Contributor https://www.forbes.com/sites/abbierosner/",Canada’s AARP Members Get Information - And Discounts - On Cannabis,"Canada's AARP takes a strong advocacy and education role regarding cannabis, including offering a 20% discount on medical cannabis products for its members.","CARP
Aside from the obvious disparities in size, Canadas older adult population, like that of the US, is increasingly discovering medical marijuana. And CARP (formerly the Canadian Association of Retired Persons) has a long-running and multi-faceted advocacy… [+13266 chars]",2019-10-25T13:55:37Z
Manavi Kapur,India’s culture of high-stakes testing needs to be dismantled,An obsession with test taking has created an education system based on rote learning and a generation of students ill-prepared for the challenges of the 21st century.,"The results are out.
Every exam season, this phrase can be singularly responsible for hope, despair, dread or celebration among test takers in India. Test taking is serious business, and much like weddings, it is a matter of substantial family pride. A trans… [+14055 chars]",2019-10-24T15:00:36Z
CTVNews.ca Staff,Debrief at the Desk: Lisa LaFlamme speaks with Conservative Leader Andrew Scheer - CTV News,"Debrief at the Desk: Lisa LaFlamme speaks with Conservative Leader Andrew Scheer CTV News Trudeau acknowledges Tories could win, accuses them of running 'dirtiest' campaign ever CBC.ca Barack Obama tweets endorsement of Justin Trudeau CBC.ca An unjustifiable …","TORONTO With less than a week to go before the federal election, Conservative Leader Andrew Scheer is hoping his pledge to save money for Canadians resonates with voters.
Scheer released his full platform last week. It includes a universal tax cut, tax credi… [+14120 chars]",2019-10-17T02:18:00Z
Tom May,Should I go to art school?,Artists share their views on which route to take: formal education or self-teaching.,"Should I go to art school? It's a question you'll be asking yourself if you want to join a big-name studio, work on AAA video games, blockbuster films or a groundbreaking TV series. Is a degree the best option, or would it be better to teach yourself through … [+6674 chars]",2019-10-22T14:54:53Z
Steve Scherer,Canada early voting starts as campaign heads into final stretch,Canadians began voting on Friday in advance polls ahead of the Oct. 21 federal election as party leaders set out on the final stretch of the campaign with polls showing the two largest parties locked in a dead heat.,"OTTAWA (Reuters) - Canadians began voting on Friday in advance polls ahead of the Oct. 21 federal election as party leaders set out on the final stretch of the campaign with polls showing the two largest parties locked in a dead heat. 
Voters can cast a ball… [+2440 chars]",2019-10-11T16:12:17Z
Saurabh Sinha,Indians visiting US to grow fastest by 2024,"The US expects Indians to be its fastest growing overseas visitors in the next five years. The forecast sees the number of Indian visitors growing from 13.8 lakh in 2018 to 14.3 lakh in 2019, and to 18.8 lakh in 2024. Among overseas visitors to, UK, Japan and…","NEW DELHI: The United States expects Indians to be its fastest growing overseas visitors in the next five years. 
The US department of commerces Forecast of International Travellers to the US by Top Origin Countries sees the number of Indian visitors growing… [+3504 chars]",2019-10-12T22:35:01Z
Sebastien Roblin,The Air Force Wants a New ‘Century Series’ Of Jet Fighters. History Says No Way.,"They seemed amazing at the time, but history has rendered its own judgment.","In September 2019, the Air Force Assistant Secretary for technology acquisitions Will Roper called for a new Century of Series of jet fighters. 
He was referring to six U.S. jet fighters rapidly introduced into service between 1954 and 1959 that brought the … [+8922 chars]",2019-10-20T06:05:00Z
"Valérie Ouellet,Caitlin Taylor",Why student violence is still widely unreported,"Despite an Ontario law enacted eight years ago that makes it mandatory for school boards to report violent incidents to the education ministry, CBC found many assaults are not being recorded.","This story is part of School Violence, a CBC News series examining the impact of peer-on-peer violence on students and parents.
The attack lasted only seconds, but Taza DeLuna told his mom it marks the moment when ""his childhood died.""
Two weeks after start… [+10301 chars]",2019-10-24T08:00:00Z
Al Jazeera,Cheetah fundraiser to save the world's fastest animal,Farmers in Africa began killing cheetahs that hunted their goats and other livestock during the 1990s.,"A wildlife centre in the US state of California is planning a fundraiser for the construction of a safe house for the world's decreasing population of cheetahs.
Wild Wonders conservation and education centre in Bonsall has scheduled the November 2 event to b… [+1395 chars]",2019-10-21T07:13:46Z
Kayla Hounsell,Greens look to capitalize on provincial success in the east,The Green party is hoping to capitalize on provincial success in P.E.I. and New Brunswick. But unseating federal Liberals in Atlantic Canada won’t be easy.,"As he started his first haircut of the day, Sean Alyward explained that he owns two barber shops, one in Summerside, P.E.I., and another in Charlottetown, and he's never been committed in politics. 
""I've voted for every single party in my life,"" he declared… [+4233 chars]",2019-10-12T08:00:00Z
"UNICEF USA Contributor, UNICEF USA, UNICEF USA Contributor, UNICEF USA https://www.forbes.com/sites/unicefusa/people/unicefusacontributor/",UNICEF USA BrandVoice: The Democratic Republic Of The Congo Eliminates MNT,"Babies in the DRC are no longer at risk of contracting tetanus, thanks to immunization and education campaigns by UNICEF and partners.","Babies in the DRC are no longer at risk of contracting tetanus, thanks to immunization and education campaigns by UNICEF and partners. Akosusu Siska kisses her new baby, Reagen, born the day before this photo was taken in November 2018 at the UNICEF-supported… [+11372 chars]",2019-10-14T17:00:00Z
Iain Thomson,'Don’t be so concerned with your image'... US prosecutor lets rip on Uber for hack cover-up as pair plead guilty,"Scumbags admit extorting $100k from taxi app biz Two men have confessed they siphoned confidential information from poorly secured databases hosted in the Amazon cloud, and then demanded payment to delete their copies of the data.…","Two men have confessed they siphoned confidential information from poorly secured databases hosted in the Amazon cloud, and then demanded payment to delete their copies of the data.
Brandon Charles Glover, 26, of Winter Springs, Florida, America, and Vasile … [+3338 chars]",2019-10-30T23:14:38Z
Sam Juric,How Canada could have done a better job at Confederation,"Sen. Murray Sinclair, who is the former chief commissioner of the Truth and Reconciliation Commission, is this year's recipient of the Symons Medal on Friday.","Sen. Murray Sinclair, who is the former chief commissioner of the Truth and Reconciliation Commission, is this year's recipient of the Symons Medal to be presented on Friday.
Sinclair, who has served in Canada's justice system for the past 25 years, will als… [+3398 chars]",2019-11-01T09:00:00Z
Kristin Rushowy - Queen's Park Bureau,"Ontario high school teachers approach negotiations in new, transparent way","Open bargaining has been used in some U.S. states, but is ‘definitely outside of the norm for collective bargaining in Canada.’","Want to know what Ontario’s high school teachers are seeking in their contract with the province and school boards? Or what the Doug Ford government is proposing in return? 
The teachers’ union is posting it all online. 
The same “transparent” bargaining sc… [+7372 chars]",2019-10-12T23:40:35Z
Devina Sengupta,Telcos now wooing students headed overseas,"Telcos now wooing students headed overseasAlthough international roaming accounts for 2-3% of their revenue, telcos are keen on attracting such subscribers.","MUMBAI: India’s telecom operators and international SIM card providers are increasingly wooing students headed abroad for higher studies with attractive offers, hoping they will keep these numbers active even after getting an overseas connection later, as the… [+3209 chars]",2019-10-08T18:11:09Z
James Pasley,Distressing photos show glaciers that are disappearing or on the brink of collapse around the world,The future of glaciers around the world is shaky. Here are photos showing some of the glaciers that might not be around for much longer.,"In this aerial image, retreated Columbia Glacier is seen on June 24, 2017 in Valdez, Alaska, United States. The tidal glacier retreated 29 kilometres in the past 30 years.
The Asahi Shimbun via Getty
<ul><li>Glaciers are slow-moving rivers of ice that usual… [+12024 chars]",2019-11-01T20:27:20Z
Chip Cutter,Elite M.B.A. Programs Report Steep Drop in Applications - The Wall Street Journal,"Harvard, Stanford, MIT see declines; international students find more options in Europe, Canada and Asia","Applications to some of Americas most elite business schools fell at a steeper rate this year, as universities struggled to attract international students amid changes to immigration policies and political tensions between the U.S. and China.The declines affe… [+8433 chars]",2019-10-15T09:00:00Z
Alvin Yu,Here's who would have won the election if grade-school students were making the decision,"Ever wonder what would happen if kids were allowed to choose who runs the country? More than 1 million elementary and secondary students cast ballots in a mock election, the results are in, and some of the numbers may surprise you.","Ever wonder what would happen if kids were allowed to decide who runs the country? Apparently things would be a lot like last night's federal election result  but with a few important differences.
They may have been too young to vote in the federal election,… [+4511 chars]",2019-10-22T14:32:11Z
Elena Merenda and Nikki Martyn,Investment in child care yields countless social and economic returns,"Children are born with a desire to learn about the world around them. Infants learn and develop by exploring their environments with their senses. In the first few years of life, a baby's brain makes one million neural connections per second.","Children are born with a desire to learn about the world around them. Infants learn and develop by exploring their environments with their senses. In the first few years of life, a baby's brain makes one million neural connections per second.
Positive relati… [+6718 chars]",2019-10-24T13:30:02Z
"Marley Coyne, Forbes Staff, Marley Coyne, Forbes Staff https://www.forbes.com/sites/marleycoyne/",Best Of Canada: These Are The Forbes Under 30 Innovators You Need To Know,Here are thirty of the hottest Canadian entrepreneurs and artists who have graced the Forbes Under 30 list (and are still under 30) that are leading the next wave of innovation.,"With emerging tech hubs like Vancouver and Toronto, and cutting-edge research universities like McGill and Waterloo, Canada is brimming with young talent. Recent years have seen the rise of Canadian startups like Vancouvers Hootsuite, plus the successful IPOs… [+27231 chars]",2019-10-10T13:00:00Z
,Ghost Aurora over Canada,"Ghost Aurora over Canada What does this aurora look like to you? While braving the cold to watch the skies above northern Canada early one morning in 2013, a most unusual aurora appeared. The aurora definitely appeared to be shaped like something, but what? T…","Discover the cosmos!
Each day a different image or photograph of our fascinating universe is
featured, along with a brief explanation written by a professional astronomer.
2019 October 27 
Ghost Aurora over Canada Image Credit &amp; Copyright: Yuichi Taka… [+1210 chars]",2019-10-27T13:06:00Z
"Trefis Team, Contributor, Trefis Team, Contributor https://www.forbes.com/sites/greatspeculations/people/trefis/",Lowe’s To See Increase In Top Line Despite Closing Mexico Business,"Lowe’s (NYSE: LOW), whose stock is currently trading at around $110, generates its revenue from its Stores operating across the US and Canada. In this note we discuss the historical performance, and expected Total Revenue for FY 2019. You can look at our inte…","PRINCETON, NJ, UNITED STATES - 2018/08/14: Lowe's Home Improvement store in Princeton, New Jersey on ... [+] August 14, 2018. (Photo by Michael Brochstein/SOPA Images/LightRocket via Getty Images)
© 2018 SOPA Images
Lowes (NYSE: LOW), whose stock is current… [+8502 chars]",2019-10-21T13:29:41Z
Daniel Kolitz,What Are the Biggest Challenges Technology Must Overcome in the Next 10 Years?,"Technology’s fine—I definitely like texting, and some of the shows on Netflix are tolerable—but the field’s got some serious kinks to work out. Some of these are hardware-related: when, for instance, will quantum computing become practical? Others are of more…","Technologys fineI definitely like texting, and some of the shows on Netflix are tolerablebut the fields got some serious kinks to work out. Some of these are hardware-related: when, for instance, will quantum computing become practical? Others are of more imm… [+19515 chars]",2019-11-04T13:00:00Z
Al Jazeera,Who is Canadian Prime Minister Justin Trudeau?,"He was the 'change' candidate in 2015, but he's recently been rocked by scandals including revelations he wore blackface","Canadian Prime Minister Justin Trudeau swept to power in 2015 on a campaign of idealistic promises, surprising political rivals with a majority Liberal government and ending nearly 10 years of Conservative leadership. It was one of the biggest political victo… [+7838 chars]",2019-10-21T22:08:10Z
Mark Gollom,Canada cool so far to the idea of Silver Alert system for missing seniors,A push to create a national Silver Alert system that would attempt to help locate elderly individuals suffering from diseases like Alzheimer's and dementia has so far been met with a cool response from jurisdictions across the country.,"A push to create a national Silver Alert system that would attempt to help locate elderly individuals suffering from diseases like Alzheimer's and dementia has so far been met with a cool response from jurisdictions across the country.
Even the Alzheimer's S… [+7328 chars]",2019-10-30T08:00:00Z
Express News Service,‘Radio waves can offer answers about extraterrestrial intelligence’,"The on-site construction of the Square Kilometre Array (SKA), the world’s largest radio telescope, is all set to commence in early 2021.","The lecture was organised by the Indian Institute of Science, Education and Research, Pune on Friday. File
The on-site construction of the Square Kilometre Array (SKA), the worlds largest radio telescope, is all set to commence in early 2021.
India is one o… [+2229 chars]",2019-10-26T00:50:30Z
Dhani Mau,"Dosist Wants to Build a 'World-Class' Cannabis Brand Around Wellness, Not Getting High","It hasn't been two years since recreational marijuana use became legal in California, and yet the cannabis space has already become incredibly crowded with brands. Given that I live in the weed-filled bubble of Los Angeles, where smoking (or ingesting) the su…","Inside Dosist Abbot Kinney. Photo: Courtesy
It hasn't been two years since recreational marijuana use became legal in California, and yet the cannabis space has already become incredibly crowded with brands. Given that I live in the weed-filled bubble of Los… [+9265 chars]",2019-10-28T12:00:00Z
Evidence Network,Five things to know about bilingual Indigenous education,Five truths about Indigenous bilingual education The post Five things to know about bilingual Indigenous education appeared first on The Good Men Project.,"—By Shelley Tulloch
Research tells us that bilingual education is the best possible education, but Canadian census results, and parents experiences, suggest that some Indigenous children educated in an Indigenous language are struggling.
For example, educat… [+4962 chars]",2019-10-16T18:30:02Z
NomadicMatt,Win a Trip to Thailand for Two! (And I’ll Meet You There!),"Posted: 10/24/19 | October 24th, 2019 A few years ago, I found this charity website called Omaze. They are an awesome online fundraising platform that connects incredible charities, once-in-a-lifetime experiences, and people who want to make a difference. I c…","Posted: 10/24/19 | October 24th, 2019 A few years ago, I found this charity website called Omaze. They are an awesome online fundraising platform that connects incredible charities, once-in-a-lifetime experiences, and people who want to make a difference. I c… [+4602 chars]",2019-10-24T16:02:51Z
Shana S. Weber,How Sustainable Campuses Can Spark Broader Change,"The key is remembering that human beings seldom change their minds, their perspectives or their behavior based on logic or evidence alone -- Read more on ScientificAmerican.com","I had the good fortune to launch Princeton University’s Office of Sustainability in 2006 and help produce its first comprehensive sustainability plan a year later. We were then clearly in the “growth of campus sustainability” phase. This year, we have release… [+9930 chars]",2019-10-28T11:00:00Z
"Caitlin Taylor, Anu Singh and David Common",15% of girls say they were sexually assaulted by peers — but many schools ill-equipped to tackle the problem,"Fifteen per cent of girls who answered a CBC-commissioned anonymous survey of more than 4,000 students across Canada say they've had a sexual act forced upon them, including oral sex or being forced to touch someone in a sexual manner.","This story is part of School Violence, a CBC News series examining the impact of peer-on-peer violence on students and parents.
It was a typical high school crush on an older boy. She was new to school, in Grade 9. He was in Grade 12. So when they started fl… [+11421 chars]",2019-10-25T08:00:00Z
Beejay Silcox,The First Arabic Novel to Win the International Booker Prize,"Jokha Alharthi’s inventive multigenerational tale, “Celestial Bodies,” is also the first novel by an Omani woman to be translated into English.",Booths translation honors the elliptical rhythms of Arabic and the languages rich literary heritage. She imbues the books numerous poetic extracts with lyricism and devotedly preserves the rhymes and cadences of its proverbs. (The feet walk fast for the lovin… [+1427 chars],2019-10-21T15:10:56Z
Evan Dyer,"Watch what you tweet: new election law 'chills speech,' say critics","Section 91 of the Canada Elections Act came into force temporarily during the last election campaign. It bans the spreading of false information about candidates and politicians, even when a person is not aware the information is false.","Though few Canadians seem to be aware of this, the recent federal election campaign was fought under a new law that imposes severe penalties for publishing misleading statements on the internet during the writ period.
The new, amended Section 91 of the Canad… [+8954 chars]",2019-11-03T09:00:00Z
Nicole Ireland,"As election campaigns hustle to get out the vote, homeless voters are often forgotten","Not having ID, feeling unwelcome in polling stations and having limited access to candidates are barriers standing between homeless people and the ballot box — but there are solutions, experts say.","As candidates of all political stripes pound the pavement in ridings across Canada, encouraging as many supporters as possible to get out and cast their ballots, potential voters who are homeless are often forgotten, experts say. 
""We pride ourselves as a de… [+6680 chars]",2019-10-12T08:00:00Z
Katharine Q. Seelye,"Bruce LeFavour, ‘a Good Cook,’ Dies at 84","As a restaurateur, he was in the vanguard of moving from rich French fare to more fish and seasonal, locally sourced fresh produce.","He always said, Shop first and see whats available, his daughter recalled, then plan your menu second.
Bruce LeFavour was born on Oct. 25, 1934, in Amsterdam, N.Y. His father, William Bruce LeFavour, was publisher of The Amsterdam Evening Recorder, which had… [+1281 chars]",2019-10-13T18:45:47Z
"Sarah Yahr Tucker, Dory Carr-Harris",A Growing Number of Women Allege Doctors Abused Them During Childbirth,"Women are speaking up and raising awareness about obstetric violence, including surgeries, medications, and procedures they didn't consent to.","When Leslie Driggers Hoard entered Providence Memorial Hospital in El Paso, Texas in 2012, she felt prepared for the birth of her first child. It should have been the happiest day of our lives, she said. Hoard and her husband were not, however, prepared for a… [+14233 chars]",2019-10-16T15:33:19Z
Reuters Editorial,Factbox: Canada's political party positions ahead of October 21 election,"Here is a roundup of the main Canadian political parties' positions ahead of the Oct. 21 federal election, where Prime Minister Justin Trudeau's Liberal Party is neck and neck in opinion polls with the opposition Conservatives led by Andrew Scheer.","(Reuters) - Here is a roundup of the main Canadian political parties’ positions ahead of the Oct. 21 federal election, where Prime Minister Justin Trudeau’s Liberal Party is neck and neck in opinion polls with the opposition Conservatives led by Andrew Scheer… [+4988 chars]",2019-10-07T19:59:35Z
Garry Wills,My Education in the Patriarchy,"After observing the problems women encountered at the elite colleges where I taught, I noticed similar problems in the protest groups and radical communes I observed as a journalist covering the social turmoil around opposition to the Vietnam War. In Canada, …","Bettmann via Getty ImagesA University of California student standing in an empty classroom to read a notice of cancellation, Berkeley, 1964
In 1962, I began teaching ancient Greek in the graduate school of the Johns Hopkins University. I was twenty-seven and… [+19443 chars]",2019-11-04T10:45:28Z
Sandra Cuffe,Chile protests: Chileans demand new constitution amid unrest,"Although it has undergone reforms over the decades, Chile's constitution was written during the Pinochet dictatorship.","Santiago, Chile - Fleeing political persecution, 73-year-old Maria Eliana Ramirez left Chile in 1974, the year after General Augusto Pinochet took power in a US-backed coup.
Thousands of civilians were executed and forcibly disappeared during the 17-year dic… [+3523 chars]",2019-11-05T01:50:39Z
